propozitie,cuvant,user,petru,victor,stadio88,iulia,sergiu
Această transformare   apare  atunci când o celulă vie  nepatogenă  preia o bucată de ADN purtătoare a alelei de patogenitate.,transformare,1,1,2,2,4,2
Această transformare apare atunci când o celulă vie nepatogenă preia o bucată de ADN purtătoare a alelei de patogenitate.,apare,1,2,1,1,2,1
Această transformare apare atunci când o celulă vie nepatogenă preia o bucată de ADN purtătoare a alelei de patogenitate.,nepatogenă,2,4,5,2,5,5
Aceasta a fost o  lovitură  devastatoare  pentru japonezi și este considerată punctul de cotitură  al Războiului din Pacific.,lovitură,1,1,1,1,4,1
Aceasta a fost o lovitură devastatoare pentru japonezi și este considerată punctul de cotitură al Războiului din Pacific.,devastatoare,1,2,2,1,2,2
Aceasta a fost o lovitură devastatoare pentru japonezi și este considerată punctul de cotitură al Războiului din Pacific.,cotitură,2,2,2,2,2,3
"Deși Harry va deveni o excepție, există un alt elev, de asemenea orfan  și vrăjitor talentat , căruia Dumbledore i-a acordat  și el o atenție sporită, deși nu în același mod ca în cazul lui Harry.",orfan,1,2,1,1,2,1
"Deși Harry va deveni o excepție, există un alt elev, de asemenea orfan și vrăjitor talentat, căruia Dumbledore i-a acordat și el o atenție sporită, deși nu în același mod ca în cazul lui Harry.",talentat,1,1,1,1,2,1
"Deși Harry va deveni o excepție, există un alt elev, de asemenea orfan și vrăjitor talentat, căruia Dumbledore i-a acordat și el o atenție sporită, deși nu în același mod ca în cazul lui Harry.",acordat,1,2,2,2,2,1
"Pentru a atenua  problemele de indexare, expresia sizeof() este utilizată în adesea  la codificarea  buclelor care procesează array-uri.",atenua,1,2,2,2,4,4
"Pentru a atenua problemele de indexare, expresia sizeof() este utilizată în adesea la codificarea buclelor care procesează array-uri.",adesea,1,1,1,1,2,1
"Pentru a atenua problemele de indexare, expresia sizeof() este utilizată în adesea la codificarea buclelor care procesează array-uri.",codificarea,2,2,4,2,4,3
A trăi complet în acest mod într-o societate urbanizată  și industrială înseamnă a te retrage  la periferie .,urbanizată,1,2,2,2,4,3
A trăi complet în acest mod într-o societate urbanizată și industrială înseamnă a te retrage la periferie.,retrage,1,2,2,1,2,1
A trăi complet în acest mod într-o societate urbanizată și industrială înseamnă a te retrage la periferie.,periferie,1,2,2,4,2,2
"Pentru a se familiariza cu demonstrația matematică și, de asemenea, cu unele concepte matematice  de bază, cititorii  pot citi wikibook  Demonstrație matematică.",matematice,1,2,2,1,4,2
"Pentru a se familiariza cu demonstrația matematică și, de asemenea, cu unele concepte matematice de bază, cititorii pot citi wikibook Demonstrație matematică.",cititorii,1,1,1,1,2,1
"Pentru a se familiariza cu demonstrația matematică și, de asemenea, cu unele concepte matematice de bază, cititorii pot citi wikibook Demonstrație matematică.",wikibook,3,3,2,4,4,5
"Cu excepția cazului în care există probleme evidente care nu vor putea fi remediate , timpul dumneavoastră ar fi mai bine petrecut pentru a îndruma noii contribuitori  și pentru a încerca să ajutați la curățarea noilor lucrări, chiar dacă lucrarea reprezintă în prezent o încălcare  flagrantă  a procedurilor actuale.",remediate,2,2,2,2,4,3
"Cu excepția cazului în care există probleme evidente care nu vor putea fi remediate, timpul dumneavoastră ar fi mai bine petrecut pentru a îndruma noii contribuitori și pentru a încerca să ajutați la curățarea noilor lucrări, chiar dacă lucrarea reprezintă în prezent o încălcare flagrantă a procedurilor actuale.",contribuitori,1,2,2,2,4,3
"Cu excepția cazului în care există probleme evidente care nu vor putea fi remediate, timpul dumneavoastră ar fi mai bine petrecut pentru a îndruma noii contribuitori și pentru a încerca să ajutați la curățarea noilor lucrări, chiar dacă lucrarea reprezintă în prezent o încălcare flagrantă a procedurilor actuale.",flagrantă,2,2,2,4,4,4
"Până la începutul secolului al XIX-lea, naturaliștii și oamenii de știință  au observat  diferențe  esențiale  între compușii care proveneau din ființe vii și cei care nu proveneau din ființe vii.",știință,1,2,1,1,4,2
"Până la începutul secolului al XIX-lea, naturaliștii și oamenii de știință au observat diferențe esențiale între compușii care proveneau din ființe vii și cei care nu proveneau din ființe vii.",observat,1,1,2,2,4,1
"Până la începutul secolului al XIX-lea, naturaliștii și oamenii de știință au observat diferențe esențiale între compușii care proveneau din ființe vii și cei care nu proveneau din ființe vii.",esențiale,1,2,2,1,2,1
"Folosește aceleași forme de acorduri  ca și Open E, dar este mai ușor pentru gâtul chitarei , deoarece corzile sunt dezacordate, reducând  tensiunea.",acorduri,2,2,2,2,4,4
"Folosește aceleași forme de acorduri ca și Open E, dar este mai ușor pentru gâtul chitarei, deoarece corzile sunt dezacordate, reducând tensiunea.",chitarei,1,2,1,1,1,1
"Folosește aceleași forme de acorduri ca și Open E, dar este mai ușor pentru gâtul chitarei, deoarece corzile sunt dezacordate, reducând tensiunea.",reducând,1,1,2,1,4,2
"Stăpânii războiului din numeroasele provincii ale Chinei se dușmăneau în mod constant , iar guvernul   central  era slab și descentralizat, neputând  face nimic pentru a opri conflictul.",constant,1,2,2,2,2,1
"Stăpânii războiului din numeroasele provincii ale Chinei se dușmăneau în mod constant, iar guvernul central era slab și descentralizat, neputând face nimic pentru a opri conflictul.",central,2,1,2,2,4,2
"Stăpânii războiului din numeroasele provincii ale Chinei se dușmăneau în mod constant, iar guvernul central era slab și descentralizat, neputând face nimic pentru a opri conflictul.",neputând,1,1,2,1,2,2
"Cu toate acestea, Washingtonul a devenit foarte îngrijorat de faptul că partidele comuniste locale ar putea câștiga  puterea în Franța, Italia și Grecia la sfârșitul anilor 1940, având în vedere starea precară a economiei europene  postbelice  și apropierea  de Uniuniea Sovietică.",câștiga,1,2,1,1,4,2
"Cu toate acestea, Washingtonul a devenit foarte îngrijorat de faptul că partidele comuniste locale ar putea câștiga puterea în Franța, Italia și Grecia la sfârșitul anilor 1940, având în vedere starea precară a economiei europene postbelice și apropierea de Uniuniea Sovietică.",postbelice,2,2,2,2,2,4
"Cu toate acestea, Washingtonul a devenit foarte îngrijorat de faptul că partidele comuniste locale ar putea câștiga puterea în Franța, Italia și Grecia la sfârșitul anilor 1940, având în vedere starea precară a economiei europene postbelice și apropierea de Uniuniea Sovietică.",apropierea,1,2,1,1,4,2
"Urmăriți câinele pentru a vă asigura că nu scuipă  pastila  după ce a mâncat recompensa (dacă se întâmplă acest lucru, va trebui să forțați pastila, așa cum este  descris  mai jos).",scuipă,1,2,1,1,2,1
"Urmăriți câinele pentru a vă asigura că nu scuipă pastila după ce a mâncat recompensa (dacă se întâmplă acest lucru, va trebui să forțați pastila, așa cum este descris mai jos).",pastila,1,2,1,1,4,1
"Urmăriți câinele pentru a vă asigura că nu scuipă pastila după ce a mâncat recompensa (dacă se întâmplă acest lucru, va trebui să forțați pastila, așa cum este descris mai jos).",descris,1,1,2,1,4,2
"Am discutat deja despre unele dintre acestea, însă cunoașterea  seturilor adaugă  o nouă  definiție  pentru fiecare dintre următoarele idei.",cunoașterea,1,2,2,1,4,1
"Am discutat deja despre unele dintre acestea, însă cunoașterea seturilor adaugă o nouă definiție pentru fiecare dintre următoarele idei.",adaugă,1,1,1,1,2,1
"Am discutat deja despre unele dintre acestea, însă cunoașterea seturilor adaugă o nouă definiție pentru fiecare dintre următoarele idei.",definiție,1,1,1,1,4,3
Recomandăm această licență în principal  pentru lucrări al  căror  scop este de  instruire  sau de referință.,principal,1,2,1,1,4,2
Recomandăm această licență în principal pentru lucrări al căror scop este de instruire sau de referință.,căror,1,1,2,1,4,1
Recomandăm această licență în principal pentru lucrări al căror scop este de instruire sau de referință.,instruire,1,2,2,1,4,3
Vom începe prin a explica  cum funcționează visul   lucid  din punct de vedere biologic.,explica,1,2,1,1,4,1
Vom începe prin a explica cum funcționează visul lucid din punct de vedere biologic.,visul,1,2,1,1,4,1
Vom începe prin a explica cum funcționează visul lucid din punct de vedere biologic.,lucid,1,2,2,2,4,3
"Pierderea în greutate necesită ca aportul  de calorii să fie mai mic decât producția de calorii, deși  niciuna  dintre acestea nu trebuie să fie făcută la extrem .",aportul,2,4,2,2,4,4
"Pierderea în greutate necesită ca aportul de calorii să fie mai mic decât producția de calorii, deși niciuna dintre acestea nu trebuie să fie făcută la extrem.",niciuna,1,2,1,1,2,1
"Pierderea în greutate necesită ca aportul de calorii să fie mai mic decât producția de calorii, deși niciuna dintre acestea nu trebuie să fie făcută la extrem.",extrem,1,2,2,1,2,3
"Când ajung la destinație, cu terasa  umbrită  încă la vedere, desfășor  prosoapele și mă întind confortabil pe scaunul înclinat.>>",terasa,1,1,1,1,4,1
"Când ajung la destinație, cu terasa umbrită încă la vedere, desfășor prosoapele și mă întind confortabil pe scaunul înclinat.>>",umbrită,1,2,1,1,2,2
"Când ajung la destinație, cu terasa umbrită încă la vedere, desfășor prosoapele și mă întind confortabil pe scaunul înclinat.>>",desfășor,1,2,2,1,2,2
"Atunci când un text nu  susține  această regulă, chiar și un elev  sârguincios  este nevoit să repete  inutil  materialul.",susține,1,2,2,2,2,3
"Atunci când un text nu susține această regulă, chiar și un elev sârguincios este nevoit să repete inutil materialul.",sârguincios,1,2,2,2,2,2
"Atunci când un text nu susține această regulă, chiar și un elev sârguincios este nevoit să repete inutil materialul.",inutil,1,2,2,2,2,2
"Cu toate acestea, faptul că  scorbutul  este cauzat  de lipsa vitaminei  c a fost descoperit abia în 1932.",scorbutul,4,5,5,4,4,5
"Cu toate acestea, faptul că scorbutul este cauzat de lipsa vitaminei c a fost descoperit abia în 1932.",cauzat,1,2,2,1,4,1
"Cu toate acestea, faptul că scorbutul este cauzat de lipsa vitaminei c a fost descoperit abia în 1932.",vitaminei,2,2,1,2,4,2
"Concepeți  mai multe experimente pentru a vă testa ipotezele, folosind  o lanternă  pentru a dovedi că, într-adevăr, nu sunteți orb.",Concepeți,2,1,2,1,4,2
"Concepeți mai multe experimente pentru a vă testa ipotezele, folosind o lanternă pentru a dovedi că, într-adevăr, nu sunteți orb.",folosind,1,1,1,1,2,1
"Concepeți mai multe experimente pentru a vă testa ipotezele, folosind o lanternă pentru a dovedi că, într-adevăr, nu sunteți orb.",lanternă,1,1,1,1,4,1
"Puteți extrage un singur document dintr-o astfel de colecție și îl puteți distribui individual în temeiul prezentei licențe, cu condiția să inserați  o copie  a prezentei licențe în documentul extras  și să respectați prezenta licență în toate celelalte privințe în ceea ce privește copierea textuală a documentului respectiv.",inserați,4,2,2,2,4,2
"Puteți extrage un singur document dintr-o astfel de colecție și îl puteți distribui individual în temeiul prezentei licențe, cu condiția să inserați o copie a prezentei licențe în documentul extras și să respectați prezenta licență în toate celelalte privințe în ceea ce privește copierea textuală a documentului respectiv.",copie,1,2,2,1,2,1
"Puteți extrage un singur document dintr-o astfel de colecție și îl puteți distribui individual în temeiul prezentei licențe, cu condiția să inserați o copie a prezentei licențe în documentul extras și să respectați prezenta licență în toate celelalte privințe în ceea ce privește copierea textuală a documentului respectiv.",extras,1,2,2,1,4,2
"Acordurile dvs. juridice  ar trebui să treacă prin mai multe iterații în procesul de  redactare , fiecare iterație simplificând termenii și îmbunătățind  lizibilitatea și utilizabilitatea acestora.",juridice,2,2,2,2,4,4
"Acordurile dvs. juridice ar trebui să treacă prin mai multe iterații în procesul de redactare, fiecare iterație simplificând termenii și îmbunătățind lizibilitatea și utilizabilitatea acestora.",redactare,2,2,2,2,4,3
"Acordurile dvs. juridice ar trebui să treacă prin mai multe iterații în procesul de redactare, fiecare iterație simplificând termenii și îmbunătățind lizibilitatea și utilizabilitatea acestora.",îmbunătățind,1,2,2,1,2,2
pentru că  conjugarea  specifică a unui  verb   indică  de obicei care este persoana subiectului.,conjugarea,2,2,2,2,4,3
pentru că conjugarea specifică a unui verb indică de obicei care este persoana subiectului.,verb,1,1,2,1,4,2
pentru că conjugarea specifică a unui verb indică de obicei care este persoana subiectului.,indică,1,2,2,2,2,1
"După ce Ron aproape că moare bând  mied otrăvit, care aparent era destinat profesorului Dumbledore, Hermione este atât de tulburată , încât pune capăt conflictului  lor pentru totdeauna.",bând,,,,,,1
"Aceste diagrame trebuie interpretate ca niște hărți topografice, unde liniile reprezintă curbe de nivel constante.",interpretate,1,,2,1,,
"Aceste diagrame trebuie interpretate ca niște hărți topografice, unde liniile reprezintă curbe de nivel constante.",topografice,2,,4,2,,
"Aceste diagrame trebuie interpretate ca niște hărți topografice, unde liniile reprezintă curbe de nivel constante.",constante,2,,2,1,,
